num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration
1,0,2,32,34,10,6,576,51,1,0,1,2
0,0,2,17,6,17,3,136,80,0,0,0,3
0,0,2,36,26,12,6,667,54,1,0,0,14
1,0,2,29,6,4,5,508,17,0,0,0,7
1,0,2,98,10,16,2,6,51,1,0,0,19
1,0,2,41,5,0,3,772,4,1,0,0,17
0,0,2,57,14,6,5,633,4,1,1,1,19
0,0,2,8,86,9,4,727,4,0,0,0,9
2,0,2,68,5,13,4,330,93,1,0,0,9
0,1,2,8,68,11,4,783,4,1,0,1,17
1,0,2,2,4,3,2,506,93,1,1,0,9
0,0,2,47,11,6,4,83,4,1,0,1,19
2,0,2,21,4,10,2,57,36,1,0,1,17
0,0,2,57,6,2,2,633,4,1,0,0,19
0,0,2,42,52,10,0,470,51,1,0,0,2
0,0,2,103,31,11,4,300,85,0,0,0,12
0,1,2,55,27,4,5,350,17,1,0,0,9
0,0,2,48,26,10,0,424,4,1,0,0,19
0,0,2,48,23,14,6,545,43,1,0,1,13
0,1,2,55,23,11,0,428,4,1,0,0,19
0,0,2,38,54,0,3,291,4,1,1,1,19
0,0,2,33,6,6,4,285,93,1,1,1,12
1,1,2,62,3,15,4,420,37,0,0,1,12
0,0,2,17,81,1,6,583,51,1,0,1,2
0,1,2,316,5,1,1,157,93,0,0,0,15
0,0,2,256,5,14,4,105,80,0,0,0,13
1,0,2,90,6,3,6,515,51,1,1,1,19
3,0,2,229,38,14,5,176,4,1,1,0,9
0,0,2,2,17,14,5,449,4,1,1,0,19
1,0,2,109,4,16,4,287,93,1,0,0,13
0,0,2,21,14,10,2,90,4,1,1,1,17
0,0,2,16,6,12,3,382,71,1,0,0,6
1,0,2,88,79,2,5,174,4,1,0,1,19
1,0,2,60,10,6,5,172,85,1,1,1,12
0,0,2,257,3,10,6,431,85,0,0,0,12
1,0,2,74,18,9,1,174,4,1,0,1,19
2,0,2,238,18,23,0,633,4,1,1,0,19
1,0,2,39,20,3,3,411,4,1,1,0,9
1,0,2,346,9,0,0,375,93,0,0,0,19
1,0,2,137,6,1,5,287,93,1,1,1,13
6,0,2,191,4,14,6,368,85,1,0,0,12
1,0,2,78,13,11,2,6,51,0,0,1,19
0,0,2,26,6,8,0,436,80,1,0,0,12
0,0,2,86,14,1,2,621,4,1,1,0,19
1,0,2,20,6,5,0,110,17,0,0,0,11
1,0,2,166,7,0,6,174,4,1,1,1,19
1,0,2,62,6,17,4,549,80,0,1,1,13
1,0,2,126,4,11,2,335,17,1,0,0,5
1,0,2,32,47,10,3,373,4,1,1,1,19
0,1,2,3,4,7,2,65,51,0,1,0,9
0,0,2,35,6,6,2,110,37,1,0,1,11
0,0,2,3,6,13,5,633,4,0,1,0,19
0,1,2,272,5,15,4,286,93,0,0,1,16
2,0,2,85,6,11,6,268,36,0,0,0,14
4,0,2,83,5,13,1,309,17,1,0,0,7
2,0,2,41,5,4,4,670,17,1,1,1,14
0,0,2,18,3,14,0,255,36,0,0,0,8
0,0,2,56,7,3,5,293,4,0,0,0,9
1,0,2,48,8,10,2,681,4,1,0,1,19
0,1,2,323,5,14,1,518,51,0,0,0,11
0,1,2,5,22,16,4,717,91,0,0,0,0
0,0,2,54,33,1,0,34,91,1,0,1,0
0,1,2,53,171,8,6,684,14,0,0,0,19
0,0,2,76,5,2,5,534,43,0,0,0,13
2,0,2,46,78,7,2,6,51,0,0,0,19
1,0,2,195,18,0,6,154,4,1,1,1,17
0,0,2,16,20,3,1,633,4,0,0,0,19
0,0,2,6,6,17,1,293,90,0,0,0,9
0,1,2,353,10,10,6,307,17,0,0,0,11
0,0,2,68,6,8,5,105,37,0,0,0,13
0,1,2,256,5,7,0,488,91,0,1,1,0
0,0,2,173,32,1,1,565,37,1,0,0,17
1,1,2,20,4,23,4,166,4,0,0,0,17
1,0,2,301,6,23,0,430,4,1,0,1,12
0,0,2,46,7,7,2,110,37,1,0,0,11
0,0,2,0,9,5,2,639,4,1,1,0,19
1,0,2,34,4,10,5,43,43,1,1,1,13
0,0,2,32,4,2,1,43,43,0,0,1,13
0,0,2,5,9,13,4,304,4,1,0,0,19
3,1,2,124,4,4,2,549,80,0,0,0,13
1,0,2,9,6,6,1,52,51,1,0,0,17
0,0,2,56,4,13,2,6,61,0,0,0,19
0,0,2,20,11,4,2,200,76,1,1,1,18
0,0,2,88,12,10,6,375,4,1,0,0,19
0,0,2,58,4,5,4,770,4,1,0,1,17
1,0,2,281,5,6,2,114,37,1,0,0,17
0,0,2,79,131,15,5,344,36,1,0,0,5
1,0,2,175,6,7,2,300,85,1,1,0,12
3,1,2,25,6,2,4,432,80,1,0,1,12
2,0,2,4,82,13,4,446,4,0,0,1,19
0,0,2,54,25,12,1,419,100,1,0,0,12
0,0,2,67,6,3,4,416,85,0,1,1,12
0,0,2,114,6,10,1,300,85,1,0,0,12
0,0,2,20,4,13,2,715,17,1,0,0,7
0,0,2,35,4,3,2,772,80,0,0,0,17
0,0,2,16,79,2,1,633,103,1,1,1,19
0,0,2,48,20,13,0,375,4,1,1,1,19
0,0,2,35,4,7,0,423,36,0,0,0,12
1,0,2,179,6,18,5,102,37,1,0,0,12
0,0,2,16,155,15,1,566,91,1,0,0,0
0,0,2,330,11,0,1,302,43,1,0,0,13
0,0,2,334,8,15,6,715,51,0,0,0,7
2,0,2,87,6,9,5,377,4,1,0,0,9
0,0,2,153,40,5,0,770,4,1,0,0,17
1,0,2,80,9,9,5,148,4,1,0,0,19
0,0,2,231,19,1,3,241,0,0,0,0,19
0,0,2,2,5,4,5,153,17,0,0,0,7
0,0,2,136,26,9,0,6,61,1,0,1,19
0,0,2,32,50,9,2,247,4,1,0,0,17
0,0,2,100,50,13,5,36,17,0,0,0,4
0,0,2,43,12,7,4,440,85,1,1,1,12
2,0,2,27,27,0,1,69,12,1,0,0,8
0,0,2,3,158,3,6,280,4,1,0,1,17
0,1,2,129,5,13,6,549,43,0,0,0,13
1,0,2,28,5,6,3,294,85,0,0,1,10
1,0,2,321,70,2,3,6,61,1,0,0,19
0,0,2,25,6,8,3,47,51,0,0,0,19
1,0,2,28,33,11,2,304,4,1,0,0,19
1,0,2,138,25,1,4,6,61,0,0,0,19
2,0,2,79,6,10,6,380,4,1,1,0,17
2,1,2,28,5,3,2,779,37,1,0,1,6
0,0,2,228,16,1,2,633,4,1,1,1,19
0,1,2,206,5,3,5,187,93,0,0,0,18
0,0,2,48,9,5,0,289,4,0,0,1,19
0,0,2,387,5,5,2,433,51,0,0,0,12
0,0,2,74,29,3,0,765,91,1,0,0,0
1,0,2,82,12,9,2,148,4,1,0,0,19
0,0,2,42,6,12,3,146,85,1,1,1,12
0,0,2,63,7,5,0,345,17,1,0,0,19
0,0,2,3,8,4,5,114,4,0,0,0,17
0,0,2,21,26,5,3,633,4,1,0,0,19
0,0,2,13,11,5,5,470,51,1,0,0,2
0,0,2,36,6,12,0,193,51,1,0,0,18
1,0,2,203,6,2,2,707,17,0,0,0,11
1,0,2,115,4,2,3,300,85,1,0,1,12
0,1,2,251,3,8,1,299,43,0,1,0,15
1,0,2,122,25,15,0,299,37,1,0,0,15
2,0,2,175,4,13,6,726,51,1,1,1,9
4,0,2,14,6,12,0,49,51,1,0,0,9
1,0,2,60,7,9,4,470,51,1,0,0,2
0,0,2,47,7,15,5,299,37,1,0,0,15
0,0,2,317,28,9,4,660,4,0,0,1,17
0,0,2,49,5,8,4,680,51,0,0,1,19
0,0,2,13,22,12,0,770,4,0,0,1,17
0,0,2,1,15,4,4,176,4,1,1,1,9
0,0,2,117,26,6,1,566,91,1,0,0,0
0,1,2,67,32,13,0,98,17,1,0,0,1
0,0,2,75,7,2,4,559,4,0,0,1,19
3,0,2,86,5,3,1,601,17,1,0,0,11
0,0,2,40,8,2,2,438,4,1,0,1,17
0,0,2,14,5,16,0,377,4,1,0,0,9
0,1,2,43,30,6,0,702,4,0,0,0,11
0,0,2,1,4,7,6,84,4,0,0,0,9
0,0,2,17,6,7,1,381,91,0,0,0,0
4,0,2,42,4,7,5,371,43,1,0,1,13
2,0,2,52,6,13,2,287,93,1,0,0,13
0,0,2,26,20,7,0,717,51,1,1,1,0
3,0,2,106,4,11,3,714,71,1,1,1,10
1,0,2,5,5,2,2,564,37,1,0,1,7
0,0,2,164,4,4,6,713,4,0,0,1,9
1,0,2,244,48,15,5,265,36,0,0,0,19
0,0,2,10,5,6,6,720,4,0,0,0,9
2,0,2,215,4,11,0,187,93,0,1,0,18
0,0,2,108,7,23,4,683,4,1,0,1,19
0,0,2,33,5,5,4,380,4,1,1,0,17
0,1,2,57,5,2,1,436,85,1,0,0,12
0,0,2,2,19,13,1,408,4,1,0,1,19
1,0,2,148,5,16,0,207,17,1,1,0,1
0,0,2,6,11,2,3,616,4,1,1,1,17
0,0,2,48,10,10,3,750,85,1,0,1,10
0,0,2,343,7,8,6,6,51,0,0,1,19
1,0,2,30,5,4,3,377,4,1,0,1,9
0,0,2,34,27,12,3,176,4,1,0,0,9
0,0,2,75,5,10,3,566,80,1,0,0,0
0,0,2,7,32,2,6,289,4,1,0,0,19
0,0,2,81,31,11,6,176,4,1,1,0,9
1,0,2,46,13,2,1,291,4,0,0,0,19
0,0,2,174,4,14,2,438,85,1,0,0,17
1,0,2,217,6,3,2,164,85,0,0,1,10
0,0,2,19,53,3,2,178,4,1,0,0,17
0,0,2,6,80,6,0,42,85,1,0,0,12
1,0,2,135,12,7,0,470,51,1,0,0,2
0,0,2,10,12,6,1,424,4,1,1,0,19
1,0,2,238,4,10,3,284,93,1,1,1,15
1,0,2,183,5,14,0,425,85,1,1,1,12
0,1,2,40,6,13,0,293,4,0,0,0,9
1,1,2,36,6,9,2,287,93,1,0,0,13
0,0,2,37,6,9,2,296,4,1,0,0,17
0,0,2,0,6,4,0,639,91,1,0,0,19
0,1,2,31,5,6,1,300,85,0,1,0,12
0,0,2,3,11,3,5,410,4,1,0,0,19
1,0,2,19,5,12,0,716,4,1,1,1,17
0,0,2,26,64,14,2,115,91,1,0,1,0
0,0,2,35,5,13,4,300,85,0,0,0,12
0,0,2,59,4,15,0,595,91,0,0,1,7
0,0,2,1,2,2,5,523,51,0,0,0,0
3,0,2,8,15,12,3,582,100,1,0,0,17
2,0,2,44,6,16,1,6,51,0,0,0,19
0,0,2,2,3,14,2,436,85,0,0,0,12
0,0,2,74,11,23,5,296,4,0,0,1,17
0,0,2,130,21,2,4,621,4,0,0,0,19
0,1,2,75,14,12,5,749,4,0,0,0,17
3,0,2,16,6,1,1,425,85,1,1,0,12
1,0,2,235,7,12,0,398,4,1,0,0,15
0,0,2,26,26,13,3,722,4,1,1,1,9
0,0,2,91,11,9,1,559,4,1,1,0,19
0,0,2,8,5,12,3,416,80,0,0,0,12
1,0,2,16,6,13,0,490,51,1,0,1,2
0,0,2,18,5,12,0,375,4,0,0,1,19
0,0,2,204,3,14,2,788,91,1,0,0,0
2,0,2,218,5,7,3,373,4,0,0,0,19
0,0,2,54,13,8,0,709,4,1,0,1,17
0,0,2,79,8,8,2,681,4,1,1,0,19
1,0,2,12,12,15,4,247,4,1,0,1,17
0,0,2,59,5,5,1,509,4,0,0,0,17
0,0,2,24,2,6,1,588,51,1,1,0,9
1,0,2,44,4,12,3,436,85,1,0,0,12
1,0,2,6,1,23,1,716,4,0,1,1,17
0,0,2,21,5,9,3,393,36,0,0,0,15
1,0,2,171,8,9,2,86,36,1,1,0,19
0,0,2,43,4,13,2,437,37,0,0,0,12
0,1,2,1,29,20,6,551,4,1,1,0,17
0,0,2,39,9,10,3,716,4,1,1,1,17
0,1,2,48,5,22,4,48,51,0,0,0,11
1,1,2,119,7,14,6,271,51,1,0,1,8
0,0,2,7,82,11,5,626,4,1,1,0,19
1,1,2,180,6,12,1,419,85,1,1,1,12
0,0,2,195,6,3,6,438,85,1,0,1,17
0,1,2,177,6,6,1,287,93,1,0,1,13
1,0,2,193,6,8,4,101,37,1,0,1,15
0,0,2,35,5,13,3,302,37,0,0,0,13
0,0,2,38,6,8,1,712,17,1,0,0,11
5,0,2,388,6,2,2,422,85,1,0,1,12
1,1,2,93,3,12,3,302,43,0,0,0,13
1,0,2,247,6,7,5,518,51,0,1,0,11
1,1,2,282,5,12,6,300,85,1,1,0,12
0,0,2,72,5,6,1,400,43,1,0,0,15
0,0,2,45,2,13,1,765,51,0,1,1,0
0,1,2,14,6,10,0,626,4,1,1,0,19
0,0,2,73,6,6,0,293,4,0,1,0,9
3,0,2,11,5,4,6,420,37,1,1,0,12
0,0,2,1,3,15,4,6,51,0,1,0,19
0,0,2,169,18,16,6,6,101,1,0,0,19
0,0,0,303,6,12,1,639,4,0,0,0,19
0,0,2,70,110,15,3,178,4,1,1,1,17
0,0,2,24,5,14,6,102,85,0,0,1,12
0,0,2,46,8,6,3,291,4,1,1,0,19
0,1,2,27,6,12,4,284,101,0,1,0,15
1,0,2,180,15,6,0,633,4,1,0,1,19
0,0,2,33,22,2,0,522,4,1,0,0,17
3,0,2,10,83,0,2,408,4,1,0,1,19
0,0,2,19,77,11,2,265,4,1,0,1,19
1,0,2,52,4,10,0,436,85,1,0,1,12
0,0,2,27,69,18,6,438,85,0,1,0,17
3,0,2,348,6,15,1,300,85,0,0,0,12
0,1,2,58,4,3,6,141,17,0,0,0,3
0,1,2,439,3,1,5,302,43,0,1,0,13
0,0,2,44,7,16,2,321,4,1,0,0,19
0,0,2,58,4,8,4,518,51,0,0,0,11
0,1,2,46,28,11,4,549,37,1,0,0,13
0,0,2,46,157,17,0,366,34,1,0,1,17
0,1,2,118,14,8,1,293,4,0,0,0,9
0,0,2,56,12,13,0,377,4,1,0,0,9
0,0,2,24,9,14,0,424,4,1,1,0,19
3,0,2,36,11,10,3,291,76,1,0,0,19
0,1,2,53,7,13,0,424,4,1,0,0,19
1,0,2,51,5,21,5,717,51,1,0,0,0
0,0,2,357,10,5,4,681,4,1,1,0,19
0,0,2,127,13,11,3,543,4,1,0,1,13
0,0,2,25,2,5,0,773,51,0,0,0,0
0,1,2,38,6,6,4,267,71,1,1,0,8
0,0,2,52,5,13,1,49,4,0,0,0,9
0,1,2,22,5,5,2,366,101,0,0,0,17
0,0,2,5,4,18,2,528,91,0,0,1,9
0,0,2,64,14,5,4,291,4,1,0,1,19
0,0,2,281,6,10,2,172,36,1,0,0,12
0,0,2,201,22,13,3,626,51,1,0,0,19
0,0,2,101,34,4,2,428,4,1,0,0,19
0,0,2,4,53,6,3,470,51,1,0,0,2
0,0,2,8,11,11,6,770,4,1,0,0,17
0,0,2,156,15,10,5,770,4,1,0,0,17
0,0,2,19,9,7,6,504,4,0,0,0,19
2,0,2,156,14,11,5,762,4,1,0,1,17
0,0,2,6,3,13,4,422,85,0,0,0,12
0,0,2,12,5,9,3,300,85,0,1,0,12
0,0,2,12,49,7,6,428,85,1,0,0,19
0,0,2,125,10,9,2,91,91,1,0,1,0
2,0,2,87,8,5,2,770,4,1,0,0,17
0,0,2,31,7,3,3,714,51,1,0,1,10
0,0,2,52,8,1,4,574,50,0,0,0,2
0,0,2,331,5,15,6,381,91,1,1,1,0
0,0,2,37,18,8,4,574,50,1,0,0,2
0,0,2,61,27,13,3,486,17,1,0,0,7
0,0,2,40,5,13,4,715,17,1,0,0,7
0,1,2,8,4,15,1,404,80,0,0,0,15
1,0,2,2,7,6,2,174,4,1,0,1,19
0,0,2,22,9,23,3,573,4,1,1,0,19
4,0,2,146,13,8,4,121,51,1,0,0,3
1,0,2,178,4,13,2,42,85,1,0,1,12
0,0,2,6,1,5,2,105,43,0,0,0,13
0,0,2,0,2,5,5,549,43,1,0,0,13
0,0,2,25,4,5,0,404,43,1,0,1,15
0,0,2,58,11,7,2,293,4,1,1,1,9
0,0,2,12,4,7,5,760,4,0,0,0,17
0,0,2,0,1,2,5,304,4,0,0,0,19
2,0,2,23,3,21,6,436,85,1,0,0,12
1,0,2,2,5,5,1,109,4,1,1,0,19
0,0,2,15,6,9,1,152,4,0,0,1,9
0,0,2,24,17,14,5,688,4,1,1,0,19
0,0,2,54,11,9,4,765,91,0,0,0,0
1,0,2,387,5,8,6,42,85,1,1,1,12
2,0,2,125,35,2,3,178,36,1,0,1,17
4,0,2,250,10,9,6,293,4,1,0,0,9
1,1,2,53,2,5,1,299,43,0,0,0,15
1,0,2,51,5,5,0,309,17,1,0,0,7
1,1,2,67,4,9,6,114,37,0,0,0,17
3,0,2,103,6,6,2,665,17,1,0,1,14
2,0,2,30,4,12,2,12,42,0,0,1,13
1,0,2,100,6,3,2,508,17,1,0,0,7
0,0,2,72,33,6,0,321,4,1,0,0,19
0,0,2,60,12,17,3,102,85,1,0,0,12
1,0,2,246,59,7,1,56,36,1,1,1,9
0,0,2,77,6,14,1,102,85,0,0,1,12
0,0,2,35,9,10,0,640,4,1,1,0,19
0,0,2,2,3,8,2,682,4,1,1,1,19
2,0,2,1,3,6,0,747,80,1,1,1,10
0,0,2,46,39,3,3,438,4,1,1,1,17
1,1,2,114,4,9,4,758,17,1,1,1,7
2,0,2,101,6,15,6,308,85,1,0,0,10
0,0,2,46,22,14,5,626,4,1,0,0,19
2,0,2,198,5,5,1,437,37,1,0,0,12
0,0,0,209,6,8,6,304,4,0,0,0,19
2,0,2,35,5,13,0,749,85,1,1,1,17
3,0,2,129,6,12,1,469,51,1,1,1,13
0,1,2,32,24,13,3,6,51,1,0,1,19
0,0,2,2,4,10,3,747,80,1,0,0,10
0,0,2,1,5,4,6,89,4,0,0,0,9
0,1,2,9,7,9,5,105,43,1,0,0,13
0,0,2,8,5,11,1,727,4,1,1,1,9
1,0,2,21,6,7,1,6,51,0,0,0,19
1,0,2,210,23,7,3,398,4,1,1,1,15
2,1,2,23,6,5,3,298,17,1,0,0,5
0,0,2,30,20,1,5,428,4,0,0,1,19
0,0,2,58,5,14,2,388,51,0,0,0,15
1,0,2,27,73,8,4,174,4,1,0,1,19
1,0,2,323,5,11,0,478,51,1,0,1,0
0,1,2,44,4,8,5,681,4,0,0,0,19
1,0,2,69,77,7,6,640,4,1,1,1,19
0,0,2,59,6,11,2,716,4,1,1,1,17
2,1,2,22,13,23,0,412,4,1,0,1,17
3,0,2,122,25,7,0,148,4,1,0,1,19
0,0,2,94,37,6,1,574,50,1,0,0,2
0,0,2,40,3,12,1,112,37,0,0,0,10
0,0,2,39,3,16,2,112,37,0,0,0,10
0,0,2,2,21,10,1,576,51,1,0,0,2
1,0,2,17,80,12,2,659,71,1,1,1,9
0,1,2,53,11,12,5,626,4,1,1,1,19
1,0,2,365,5,9,0,701,51,1,0,1,11
0,0,2,0,9,0,2,241,4,1,1,0,19
1,0,2,136,92,4,1,640,4,1,1,1,19
1,0,2,85,13,14,3,633,4,1,0,1,19
0,0,2,16,4,9,1,293,93,0,0,0,9
1,0,2,23,11,8,4,419,51,1,0,0,12
1,0,2,245,6,15,0,665,17,1,0,1,14
0,0,2,26,5,12,6,429,51,1,0,0,12
0,0,2,20,12,4,4,621,71,1,0,0,19
1,0,2,93,6,10,5,419,85,0,0,0,12
0,0,2,56,7,5,2,10,80,1,0,0,0
0,0,2,15,10,11,0,633,4,1,0,1,19
0,0,2,11,65,8,0,628,85,1,0,1,19
3,0,2,274,6,14,1,351,17,1,0,0,5
0,0,2,20,24,10,6,709,4,0,0,0,17
0,0,2,193,7,5,4,174,4,0,0,1,19
0,0,2,7,1,19,2,294,93,1,0,1,10
4,0,2,87,6,9,1,362,4,1,0,0,19
0,0,2,320,5,11,6,310,4,1,0,0,17
0,0,2,60,9,5,6,373,4,0,0,0,19
0,0,2,46,6,7,2,205,4,1,0,0,18
0,1,2,11,5,6,4,311,91,0,0,0,0
0,0,2,51,8,7,1,625,4,1,0,0,19
0,0,2,23,11,6,4,291,4,0,0,0,19
0,0,2,45,9,0,6,375,4,0,1,0,19
1,1,2,50,4,11,0,432,85,0,1,1,12
1,0,2,217,19,11,3,56,4,1,0,0,9
1,0,2,89,4,5,6,549,43,1,0,0,13
1,0,2,23,50,6,2,107,37,1,0,0,19
0,0,2,65,47,3,4,614,4,1,0,0,9
1,0,2,85,6,14,0,309,17,0,0,1,7
0,0,2,261,3,13,0,747,85,1,0,0,10
2,1,2,37,14,9,5,448,71,1,0,1,16
0,0,2,2,12,11,5,424,4,1,1,1,19
0,0,2,76,77,2,5,412,4,1,1,1,17
1,0,2,52,6,23,5,633,4,1,0,1,19
0,0,2,23,13,15,4,733,4,1,1,1,9
0,0,2,6,11,11,4,6,46,1,0,1,19
0,0,2,2,6,3,3,91,91,1,1,0,0
1,0,2,118,10,10,1,148,4,1,1,1,19
0,0,2,35,24,13,2,546,43,0,0,0,13
1,0,2,116,21,13,0,176,4,1,0,1,9
0,0,2,9,8,4,3,436,85,1,0,0,12
0,0,2,60,5,7,5,478,51,1,0,0,0
0,0,2,1,5,6,0,626,4,0,1,1,19
0,0,2,14,150,7,2,617,91,1,0,0,0
0,0,2,127,6,7,6,367,43,1,0,0,15
0,0,2,100,32,17,6,6,51,0,0,0,19
0,0,1,30,1,11,5,272,36,1,0,0,9
5,0,2,124,4,6,2,102,85,1,1,0,12
1,1,2,64,4,14,3,377,4,0,0,0,9
1,0,2,301,6,5,3,187,93,1,0,0,18
0,0,2,21,4,16,3,548,43,0,0,0,13
1,0,2,49,5,0,2,43,51,1,1,0,13
1,0,2,50,6,14,2,397,51,1,0,1,15
0,0,2,81,6,9,3,544,43,1,1,0,13
0,0,2,3,3,9,0,154,4,0,0,1,17
0,0,2,19,5,9,4,204,37,1,1,1,18
3,0,2,169,9,23,6,43,51,1,0,0,13
0,0,2,59,51,9,1,633,4,1,1,1,19
0,0,2,59,18,17,2,167,91,1,0,0,0
1,0,2,62,5,5,5,436,80,1,0,0,12
1,0,2,87,10,5,2,375,4,1,0,0,19
0,0,2,24,60,12,0,105,43,1,0,0,13
2,0,2,101,10,6,3,6,51,1,0,1,19
0,0,2,56,11,22,3,90,4,1,1,1,17
0,0,2,46,11,10,6,241,4,1,0,0,19
2,0,2,41,7,11,4,289,4,0,0,0,19
0,1,2,33,28,9,5,559,37,1,0,1,19
1,0,2,156,53,15,4,6,73,0,0,0,19
0,0,2,402,2,10,1,404,43,0,0,0,15
1,0,2,13,9,0,6,148,4,1,1,1,19
1,0,2,123,3,6,6,537,43,1,0,0,19
3,0,2,56,4,5,3,754,17,1,0,1,7
1,0,2,67,52,3,4,576,51,1,0,0,2
2,0,2,74,4,3,5,375,4,0,1,0,19
1,0,2,209,6,1,0,438,85,0,1,1,17
0,0,2,263,4,6,4,114,4,0,0,1,17
0,0,2,11,4,8,3,381,91,1,0,0,0
0,0,2,27,50,10,0,470,51,1,0,0,2
0,0,2,108,6,13,4,707,17,1,0,0,11
0,0,2,1,17,4,3,574,50,1,0,0,2
0,0,2,56,13,4,0,770,4,1,1,0,17
0,0,2,8,6,6,0,720,4,0,1,0,9
1,0,2,63,8,5,3,770,4,1,1,1,17
0,1,2,67,7,12,0,6,51,1,0,1,19
1,0,2,255,6,0,6,292,93,0,0,0,11
0,0,2,346,6,10,0,6,51,1,0,0,19
1,0,2,20,5,14,0,418,85,1,0,0,12
0,0,2,74,5,15,5,49,4,1,0,0,9
0,0,2,95,10,7,3,322,4,1,0,1,9
0,0,2,24,12,4,3,424,4,1,1,1,19
0,1,2,7,3,9,2,102,37,0,0,0,12
0,0,2,20,20,14,6,626,4,1,0,1,19
1,0,2,61,20,3,1,175,4,1,0,1,19
0,0,2,9,10,14,1,291,4,0,0,0,19
0,0,2,67,9,10,6,174,4,1,0,0,19
4,1,2,250,5,14,5,367,93,1,0,0,15
0,0,2,50,14,4,4,84,4,0,1,0,9
0,0,2,0,3,6,4,717,0,0,0,0,0
0,0,2,135,6,7,3,701,51,1,1,1,11
0,0,2,15,5,2,5,178,4,1,1,1,17
0,0,2,27,7,7,6,148,4,0,0,0,19
0,0,2,275,7,9,0,161,4,0,1,0,19
1,0,2,41,6,22,1,304,4,0,0,1,19
0,0,2,197,5,15,0,307,17,0,0,0,11
0,0,2,59,4,14,0,701,17,0,0,0,11
1,1,2,58,5,3,5,542,51,1,1,1,13
0,0,2,74,5,13,5,707,17,0,0,1,11
0,0,2,35,9,1,2,770,4,1,0,0,17
0,0,2,169,23,11,6,639,4,1,0,0,19
5,0,2,218,6,4,1,523,51,1,1,1,0
0,0,2,244,5,14,0,267,71,0,0,0,8
1,0,2,187,5,15,6,278,36,0,0,0,8
0,0,2,27,6,13,4,674,4,1,0,1,9
2,0,2,20,5,7,1,626,51,0,1,0,19
1,0,2,23,4,14,5,284,43,1,0,0,15
0,0,2,188,8,22,2,296,4,0,0,1,17
0,0,2,1,6,1,4,427,51,0,0,0,12
1,0,2,280,24,5,2,6,61,1,0,0,19
1,0,2,134,37,9,2,640,4,1,0,0,19
0,0,2,25,11,11,1,438,4,1,1,1,17
0,0,2,4,18,9,0,279,80,0,0,0,8
2,0,2,8,5,6,0,412,36,1,1,1,17
0,0,2,277,66,14,0,237,78,1,0,0,5
1,1,2,40,5,9,0,207,17,0,0,0,1
0,1,2,132,5,9,5,287,93,1,1,1,13
1,0,2,329,5,11,5,287,93,1,0,0,13
0,0,2,37,15,1,1,6,61,1,0,0,19
3,0,2,62,4,6,4,404,80,1,0,1,15
0,1,2,23,5,23,0,438,4,0,0,0,17
0,0,2,5,3,7,4,296,93,0,0,1,17
0,0,2,2,12,1,2,241,4,1,0,1,19
0,0,2,82,6,9,6,595,17,1,1,1,7
0,0,2,54,8,16,6,397,51,1,1,0,15
3,0,2,117,6,1,2,162,17,0,0,1,11
0,0,2,32,5,17,4,400,43,1,1,1,15
0,1,2,44,5,14,4,368,4,1,0,0,12
0,0,2,27,2,21,5,404,80,0,0,0,15
0,0,2,348,2,14,5,397,43,0,0,0,15
0,0,2,0,5,10,6,174,4,0,0,1,19
0,0,2,206,3,1,0,551,4,0,0,1,17
0,0,2,20,4,8,4,593,4,0,0,1,9
0,0,2,110,5,23,5,715,51,0,0,0,7
1,0,2,26,15,0,3,438,4,1,1,1,17
5,0,2,71,6,4,0,312,17,1,0,0,6
1,0,2,14,20,9,3,178,4,1,0,1,17
0,0,2,151,75,7,4,419,85,0,0,0,12
1,0,2,138,5,9,4,471,51,1,1,1,19
2,0,2,47,16,23,0,565,4,1,0,1,17
1,0,2,120,24,19,4,714,51,1,1,0,10
1,0,2,77,3,13,3,422,85,0,0,1,12
0,0,2,22,4,5,4,285,93,1,0,0,12
0,0,2,245,9,9,5,6,61,0,0,0,19
0,0,2,4,2,6,0,99,36,1,1,1,8
0,0,2,6,18,10,5,69,12,1,0,1,8
0,1,2,68,13,9,4,375,4,0,0,0,19
0,0,2,7,78,10,5,713,51,1,0,0,9
0,1,2,131,5,13,6,368,85,1,1,0,12
0,0,2,75,6,23,1,300,85,0,1,0,12
0,0,2,255,5,3,3,379,17,0,0,0,7
1,0,2,414,4,7,3,594,85,1,0,1,10
2,0,2,23,8,2,1,714,51,1,1,1,10
1,0,2,90,15,20,0,6,59,0,0,1,19
0,0,2,91,14,0,0,111,4,0,0,0,9
0,0,2,27,4,13,0,285,36,1,0,0,12
0,0,2,7,10,8,1,722,4,1,0,1,9
3,0,2,18,6,12,2,308,85,1,1,1,10
0,0,2,2,9,3,1,45,4,1,1,1,19
3,0,2,118,3,5,1,732,51,1,0,1,9
3,0,2,102,5,6,3,342,17,1,0,0,5
2,0,2,56,26,22,4,175,4,1,0,1,19
1,1,2,51,6,14,3,717,51,1,1,1,0
0,1,2,219,32,6,3,10,61,1,0,0,0
0,0,2,44,11,18,6,110,37,1,0,0,11
0,0,2,7,5,11,4,717,91,1,0,1,0
0,1,2,99,6,6,4,187,93,1,1,1,18
0,1,2,25,6,4,4,251,4,1,1,1,17
